symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260320P00055000,16.77,23,U,14.04,70,A, ,2025-11-19T19:02:05.740415009Z,2026-03-20,55000,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2,0.4323,-0.8771,0.0207,-0.1657,-0.003,0.0462
BTC270115P00069000,31.4,11,U,28.11,13,E,A,2025-11-19T19:03:40.65980216Z,2027-01-15,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5379,-0.7286,0.0145,-0.6762,-0.0034,0.1406
BTC270115C00035000,14.29,11,E,11.21,10,E,A,2025-11-19T19:03:13.551852072Z,2027-01-15,35000,13.4,13.4,13.4,1.0,13.4,2025-11-17T05:00:00Z,3.0,13.4,I,13.4,3.0,2025-11-17T16:01:27.499487413Z,I,13.4,13.4,13.4,1.0,13.4,2025-11-17T16:01:00Z,3.0,13.4,14.25,14.25,14.25,1.0,14.25,2025-11-14T05:00:00Z,2.0,14.25,0.6229,0.7167,0.0128,0.1794,-0.0121,0.1436
BTC260618C00060000,2.63,534,A,1.23,221,A,A,2025-11-19T19:03:48.145501252Z,2026-06-18,60000,1.95,1.95,1.95,1.0,1.95,2025-11-17T05:00:00Z,5.0,1.95,I,1.95,5.0,2025-11-17T19:52:59.040313371Z,P,1.95,1.95,1.95,1.0,1.95,2025-11-17T19:52:00Z,5.0,1.95,3.21,3.21,3.21,1.0,3.21,2025-11-04T05:00:00Z,4.0,3.21,0.563,0.237,0.0183,0.0429,-0.0131,0.0926
BTC251121C00051000,0.38,306,X,0.0,0,?, ,2025-11-19T19:01:42.771850053Z,2025-11-21,51000,0.03,0.03,0.03,2.0,0.03,2025-11-18T05:00:00Z,4.0,0.03,a,0.03,2.0,2025-11-18T17:44:19.021360232Z,X,0.03,0.03,0.03,1.0,0.03,2025-11-18T17:44:00Z,2.0,0.03,0.13,0.13,0.05,3.0,0.05,2025-11-17T05:00:00Z,10.0,0.058,,,,,,
BTC270115C00038000,13.18,39,A,8.36,17,A,A,2025-11-19T19:02:06.602520621Z,2027-01-15,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5759,0.668,0.0149,0.1801,-0.012,0.1539
BTC260618P00050000,13.42,102,A,10.86,358,X,A,2025-11-19T19:03:37.997777524Z,2026-06-18,50000,8.32,8.32,8.32,1.0,8.32,2025-11-03T05:00:00Z,1.0,8.32,g,8.32,1.0,2025-11-03T15:56:57.37451759Z,A,8.32,8.32,8.32,1.0,8.32,2025-11-03T15:56:00Z,1.0,8.32,8.86,8.86,8.86,1.0,8.86,2025-10-23T04:00:00Z,1.0,8.86,0.4731,-0.6627,0.0257,-0.2213,-0.0084,0.1095
BTC280121P00040000,13.18,11,B,8.48,20,A,A,2025-11-19T19:03:53.130984752Z,2028-01-21,40000,10.25,10.25,10.25,1.0,10.25,2025-11-19T05:00:00Z,1.0,10.25,g,10.25,1.0,2025-11-19T15:13:07.17901172Z,C,10.25,10.25,10.25,1.0,10.25,2025-11-19T15:13:00Z,1.0,10.25,10.3,10.3,10.3,1.0,10.3,2025-11-18T05:00:00Z,5.0,10.3,0.5418,-0.3188,0.0113,-0.5085,-0.005,0.2076
BTC251219C00061000,0.73,363,X,0.0,0,?, ,2025-11-19T19:01:42.772302001Z,2025-12-19,61000,1.2,1.2,1.2,1.0,1.2,2025-10-23T04:00:00Z,10.0,1.2,I,1.03,10.0,2025-10-23T19:22:16.022192992Z,B,1.2,1.2,1.2,1.0,1.2,2025-10-23T19:22:00Z,10.0,1.2,1.1,1.1,1.05,2.0,1.05,2025-10-20T04:00:00Z,2.0,1.075,,,,,,
BTC280121C00057000,11.29,15,B,6.67,11,E,A,2025-11-19T19:03:18.939872107Z,2028-01-21,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5643,0.5235,0.0121,0.2535,-0.0093,0.2315
BTC251121C00061000,0.73,525,A,0.0,0,?,A,2025-11-19T19:02:00.366012409Z,2025-11-21,61000,0.25,0.25,0.25,2.0,0.25,2025-10-24T04:00:00Z,3.0,0.25,I,0.25,2.0,2025-10-24T18:35:05.64313733Z,C,0.25,0.25,0.25,1.0,0.25,2025-10-24T18:35:00Z,2.0,0.25,0.33,0.33,0.33,1.0,0.33,2025-10-23T04:00:00Z,10.0,0.33,,,,,,
BTC260320P00060000,21.2,11,U,19.4,29,E, ,2025-11-19T19:00:27.013855742Z,2026-03-20,60000,12.6,12.6,12.6,1.0,12.6,2025-09-25T04:00:00Z,1.0,12.6,I,12.64,1.0,2025-09-25T13:30:00.72274144Z,X,12.6,12.6,12.6,1.0,12.6,2025-09-25T13:30:00Z,1.0,12.6,12.23,12.23,12.23,2.0,12.23,2025-09-22T04:00:00Z,34.0,12.23,0.5012,-0.8972,0.0157,-0.1846,-0.0026,0.0407
BTC270115P00058000,23.41,13,E,18.14,12,E,A,2025-11-19T19:03:46.049923531Z,2027-01-15,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5382,-0.6209,0.0167,-0.5233,-0.006,0.1614
BTC251219C00056000,0.73,405,X,0.0,0,?, ,2025-11-19T19:01:42.772657789Z,2025-12-19,56000,0.15,0.15,0.15,1.0,0.15,2025-11-14T05:00:00Z,1.0,0.15,a,0.15,1.0,2025-11-14T19:31:49.12435941Z,X,0.15,0.15,0.15,1.0,0.15,2025-11-14T19:31:00Z,1.0,0.15,0.05,0.05,0.05,1.0,0.05,2025-11-12T05:00:00Z,1.0,0.05,,,,,,
BTC270115P00073000,36.34,13,E,31.58,12,E,A,2025-11-19T19:03:21.385140204Z,2027-01-15,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5945,-0.7193,0.0134,-0.7206,-0.0041,0.1429
BTC260618C00058000,2.85,320,A,1.48,131,B,A,2025-11-19T19:03:52.606872477Z,2026-06-18,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.2603,0.0193,0.0468,-0.0137,0.0973
BTC260618C00050000,4.15,355,A,1.98,448,A,A,2025-11-19T19:03:04.516240218Z,2026-06-18,50000,3.75,3.85,3.75,2.0,3.85,2025-11-17T05:00:00Z,9.0,3.805556,a,3.75,4.0,2025-11-17T19:52:38.512352807Z,X,3.75,3.75,3.75,1.0,3.75,2025-11-17T19:52:00Z,4.0,3.75,6.0,6.0,6.0,1.0,6.0,2025-11-13T05:00:00Z,1.0,6.0,0.5111,0.3591,0.0244,0.0642,-0.0147,0.1121
BTC260320P00046000,8.99,24,U,7.41,708,X, ,2025-11-19T19:03:33.259073204Z,2026-03-20,46000,7.95,7.95,7.95,1.0,7.95,2025-11-19T05:00:00Z,1.0,7.95,I,7.95,1.0,2025-11-19T15:23:19.045064582Z,Z,7.95,7.95,7.95,1.0,7.95,2025-11-19T15:23:00Z,1.0,7.95,7.0,7.0,7.0,1.0,7.0,2025-11-14T05:00:00Z,3.0,7.0,0.4748,-0.6479,0.0344,-0.1119,-0.013,0.0843
BTC260320P00059000,20.23,23,U,17.87,60,E,A,2025-11-19T19:03:23.658989938Z,2026-03-20,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4111,-0.9369,0.0133,-0.1857,0.0011,0.0281
BTC260116P00051000,12.24,74,A,10.79,40,B,A,2025-11-19T19:03:52.75489575Z,2026-01-16,51000,5.85,5.85,5.8,2.0,5.8,2025-10-20T04:00:00Z,2.0,5.825,a,5.85,1.0,2025-10-20T17:40:08.059358876Z,X,5.85,5.85,5.85,1.0,5.85,2025-10-20T17:40:00Z,1.0,5.85,5.7,5.7,5.7,1.0,5.7,2025-10-14T04:00:00Z,1.0,5.7,0.4407,-0.9099,0.0235,-0.0753,-0.0046,0.0256
BTC260116P00046000,9.02,79,A,6.32,52,E,A,2025-11-19T19:03:46.277984842Z,2026-01-16,46000,5.71,5.71,5.71,1.0,5.71,2025-11-17T05:00:00Z,5.0,5.71,g,5.71,5.0,2025-11-17T14:40:07.809113778Z,C,5.71,5.71,5.71,1.0,5.71,2025-11-17T14:40:00Z,5.0,5.71,5.5,5.5,5.5,1.0,5.5,2025-11-14T05:00:00Z,1.0,5.5,0.5515,-0.7129,0.0393,-0.0569,-0.0216,0.0536
BTC260116P00052000,13.06,33,X,11.48,28,E, ,2025-11-19T19:00:27.014002157Z,2026-01-16,52000,4.2,4.2,4.16,2.0,4.16,2025-10-10T04:00:00Z,4.0,4.18,f,4.2,2.0,2025-10-10T15:00:28.90419854Z,I,4.2,4.2,4.16,2.0,4.16,2025-10-10T15:00:00Z,4.0,4.18,4.3,4.3,4.3,4.0,4.3,2025-10-09T04:00:00Z,6.0,4.3,0.3144,-0.9819,0.009,-0.081,0.0036,0.007
BTC270115C00075000,4.22,14,E,1.68,13,E,A,2025-11-19T19:03:48.432767458Z,2027-01-15,75000,5.75,5.75,5.75,1.0,5.75,2025-10-17T04:00:00Z,1.0,5.75,a,5.75,1.0,2025-10-17T18:07:36.919124739Z,C,5.75,5.75,5.75,1.0,5.75,2025-10-17T18:07:00Z,1.0,5.75,6.2,6.2,6.2,1.0,6.2,2025-10-14T04:00:00Z,5.0,6.2,0.5863,0.2609,0.0131,0.0848,-0.0103,0.1378
BTC270115C00020000,23.55,12,E,20.44,13,E, ,2025-11-19T19:00:27.013179195Z,2027-01-15,20000,22.0,22.0,22.0,1.0,22.0,2025-11-19T05:00:00Z,10.0,22.0,I,22.0,10.0,2025-11-19T17:33:25.200813538Z,U,22.0,22.0,22.0,1.0,22.0,2025-11-19T17:33:00Z,10.0,22.0,27.0,27.0,27.0,1.0,27.0,2025-11-06T05:00:00Z,1.0,27.0,0.696,0.9091,0.0055,0.1602,-0.007,0.0694
BTC251219P00029000,0.73,276,A,0.0,0,?,A,2025-11-19T19:03:26.295648228Z,2025-12-19,29000,1.7,1.7,1.7,1.0,1.7,2025-08-07T04:00:00Z,1.0,1.7,g,1.67,1.0,2025-08-07T16:21:23.795156776Z,A,1.7,1.7,1.7,1.0,1.7,2025-08-07T16:21:00Z,1.0,1.7,,,,,,,,,,,,,,
BTC270115P00070000,32.189,11,U,29.42,14,E,A,2025-11-19T19:01:42.817994989Z,2027-01-15,70000,20.97,20.97,20.97,1.0,20.97,2025-10-06T04:00:00Z,1.0,20.97,g,20.97,1.0,2025-10-06T16:43:07.871746488Z,C,20.97,20.97,20.97,1.0,20.97,2025-10-06T16:43:00Z,1.0,20.97,22.1,22.1,22.1,1.0,22.1,2025-08-14T04:00:00Z,1.0,22.1,0.5522,-0.7264,0.0142,-0.6874,-0.0036,0.1412
BTC270115C00037000,13.32,20,A,9.56,13,E, ,2025-11-19T19:00:27.01601139Z,2027-01-15,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5926,0.685,0.0141,0.1801,-0.0121,0.1506
BTC280121P00058000,25.73,8,E,20.89,13,U,A,2025-11-19T19:03:31.924779139Z,2028-01-21,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5628,-0.4857,0.0122,-0.9226,-0.0044,0.2318
BTC280121C00046000,13.76,9,U,10.16,25,E,A,2025-11-19T19:02:06.301478062Z,2028-01-21,46000,12.9,12.9,12.9,1.0,12.9,2025-11-18T05:00:00Z,1.0,12.9,I,12.9,1.0,2025-11-18T20:41:17.349755541Z,I,12.9,12.9,12.9,1.0,12.9,2025-11-18T20:41:00Z,1.0,12.9,12.3,12.3,12.3,1.0,12.3,2025-11-17T05:00:00Z,9.0,12.3,0.5792,0.6294,0.0112,0.2795,-0.0092,0.2196
BTC270115C00033000,15.75,20,A,11.02,15,A,A,2025-11-19T19:00:27.19239132Z,2027-01-15,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602,0.7457,0.0126,0.1853,-0.0112,0.136
BTC270115P00048000,14.51,13,E,10.86,15,U,A,2025-11-19T19:03:37.998910764Z,2027-01-15,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4948,-0.5111,0.019,-0.3797,-0.0068,0.1691
BTC251121C00049000,0.03,3,I,0.0,0,?, ,2025-11-19T16:23:24.017179123Z,2025-11-21,49000,0.15,0.15,0.15,1.0,0.15,2025-11-19T05:00:00Z,1.0,0.15,g,0.15,1.0,2025-11-19T15:27:04.087081798Z,C,0.15,0.15,0.15,1.0,0.15,2025-11-19T15:27:00Z,1.0,0.15,0.06,0.06,0.04,2.0,0.04,2025-11-18T05:00:00Z,2.0,0.05,,,,,,
BTC260116C00025000,16.72,670,X,14.45,94,A, ,2025-11-19T19:02:05.74002357Z,2026-01-16,25000,21.0,21.0,21.0,1.0,21.0,2025-11-11T05:00:00Z,14.0,21.0,e,21.0,14.0,2025-11-11T20:07:04.266001933Z,B,21.0,21.0,21.0,1.0,21.0,2025-11-11T20:07:00Z,14.0,21.0,20.1,20.1,20.1,1.0,20.1,2025-11-06T05:00:00Z,3.0,20.1,1.0911,0.8997,0.0103,0.0316,-0.0281,0.0277
BTC251219C00070000,0.73,307,A,0.0,0,?,A,2025-11-19T19:02:16.266121824Z,2025-12-19,70000,0.3,0.3,0.3,1.0,0.3,2025-10-30T04:00:00Z,48.0,0.3,I,0.3,48.0,2025-10-30T13:30:28.504862548Z,U,0.3,0.3,0.3,1.0,0.3,2025-10-30T13:30:00Z,48.0,0.3,1.06,1.06,1.06,1.0,1.06,2025-10-06T04:00:00Z,3.0,1.06,,,,,,
BTC270115P00080000,42.38,12,E,38.56,13,E,A,2025-11-19T19:03:25.959186297Z,2027-01-15,80000,32.91,32.91,32.91,1.0,32.91,2025-11-05T05:00:00Z,1.0,32.91,I,32.91,1.0,2025-11-05T20:59:57.402927973Z,Q,32.91,32.91,32.91,1.0,32.91,2025-11-05T20:59:00Z,1.0,32.91,32.6,32.6,32.6,1.0,32.6,2025-10-20T04:00:00Z,10.0,32.6,0.6278,-0.7424,0.0121,-0.8064,-0.0036,0.1369
BTC270115P00047000,14.15,11,S,9.96,17,S,A,2025-11-19T19:00:41.560379644Z,2027-01-15,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4976,-0.4941,0.0189,-0.3647,-0.007,0.1692
BTC270115P00051000,16.54,18,U,12.98,27,A,A,2025-11-19T19:03:50.651199705Z,2027-01-15,51000,13.05,13.05,12.35,2.0,12.35,2025-11-04T05:00:00Z,5.0,12.77,f,13.05,3.0,2025-11-04T17:09:33.616329661Z,J,13.05,13.05,12.35,2.0,12.35,2025-11-04T17:09:00Z,5.0,12.77,11.94,11.94,11.94,1.0,11.94,2025-11-03T05:00:00Z,2.0,11.94,0.4929,-0.5574,0.0189,-0.4248,-0.0063,0.1674
BTC270115P00036000,7.92,11,E,3.53,11,E,A,2025-11-19T19:03:16.140725964Z,2027-01-15,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5055,-0.3038,0.0163,-0.2047,-0.0072,0.1483
BTC280121C00062000,10.45,17,X,5.39,16,A,A,2025-11-19T19:03:50.506254267Z,2028-01-21,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5597,0.4803,0.0122,0.2395,-0.0092,0.2316
BTC251219P00051000,11.96,40,C,9.95,35,B,A,2025-11-19T19:02:29.613477647Z,2025-12-19,51000,4.3,4.3,4.3,1.0,4.3,2025-10-29T04:00:00Z,1.0,4.3,I,4.3,1.0,2025-10-29T19:30:37.915597166Z,U,4.3,4.3,4.3,1.0,4.3,2025-10-29T19:30:00Z,1.0,4.3,3.4,3.4,3.4,1.0,3.4,2025-10-27T04:00:00Z,1.0,3.4,,,,,,
BTC260320C00025000,17.61,387,A,14.67,117,A,A,2025-11-19T19:03:49.246859437Z,2026-03-20,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8572,0.8842,0.01,0.0621,-0.0177,0.0443
BTC260320P00054000,15.54,23,U,13.53,55,E,A,2025-11-19T19:02:42.956291804Z,2026-03-20,54000,6.45,6.45,6.45,1.0,6.45,2025-10-07T04:00:00Z,1.0,6.45,g,6.45,1.0,2025-10-07T15:03:54.627876335Z,C,6.45,6.45,6.45,1.0,6.45,2025-10-07T15:03:00Z,1.0,6.45,,,,,,,,,0.4389,-0.8569,0.0227,-0.1602,-0.0042,0.0513
BTC251121P00052000,13.0,31,N,10.92,61,B, ,2025-11-19T19:03:38.018467371Z,2025-11-21,52000,11.2,11.2,11.2,1.0,11.2,2025-11-18T05:00:00Z,5.0,11.2,I,11.11,5.0,2025-11-18T15:45:32.856651201Z,N,11.2,11.2,11.2,1.0,11.2,2025-11-18T15:45:00Z,5.0,11.2,10.26,10.26,10.26,1.0,10.26,2025-11-17T05:00:00Z,3.0,10.26,,,,,,
BTC260116C00072000,0.73,323,A,0.0,0,?,A,2025-11-19T19:00:45.653314437Z,2026-01-16,72000,1.24,1.24,1.24,1.0,1.24,2025-10-02T04:00:00Z,3.0,1.24,I,1.24,3.0,2025-10-02T13:43:46.776168404Z,Z,1.24,1.24,1.24,1.0,1.24,2025-10-02T13:43:00Z,3.0,1.24,,,,,,,,,,,,,,
BTC251219C00065000,0.73,300,A,0.0,0,?,A,2025-11-19T19:00:38.947026226Z,2025-12-19,65000,0.1,0.1,0.03,2.0,0.03,2025-11-17T05:00:00Z,4.0,0.0825,a,0.1,3.0,2025-11-17T20:30:40.641358222Z,X,0.1,0.1,0.1,1.0,0.1,2025-11-17T20:30:00Z,3.0,0.1,0.08,0.08,0.08,1.0,0.08,2025-11-13T05:00:00Z,1.0,0.08,,,,,,
BTC251219C00042000,1.58,27,A,1.33,16,E,A,2025-11-19T19:03:25.878223297Z,2025-12-19,42000,1.56,1.75,1.4,7.0,1.75,2025-11-19T05:00:00Z,25.0,1.4888,a,1.56,1.0,2025-11-19T16:58:42.870351874Z,X,1.56,1.56,1.56,1.0,1.56,2025-11-19T16:58:00Z,1.0,1.56,2.15,2.28,2.08,9.0,2.13,2025-11-18T05:00:00Z,62.0,2.128387,0.5343,0.3772,0.0629,0.011,-0.0397,0.043
BTC280121P00070000,35.24,8,E,30.24,15,S,A,2025-11-19T19:03:49.297869309Z,2028-01-21,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754,-0.5668,0.0118,-1.197,-0.0033,0.2287
BTC270115C00045000,8.56,14,B,7.42,17,E,A,2025-11-19T19:03:30.726077308Z,2027-01-15,45000,8.69,8.69,8.3,3.0,8.3,2025-11-18T05:00:00Z,7.0,8.355714,a,8.69,1.0,2025-11-18T17:02:29.466360709Z,X,8.69,8.69,8.69,1.0,8.69,2025-11-18T17:02:00Z,1.0,8.69,8.3,9.6,8.3,7.0,9.6,2025-11-17T05:00:00Z,115.0,8.702522,0.5596,0.559,0.0166,0.1625,-0.0124,0.1673
BTC251121P00056000,16.77,33,S,14.98,51,S,A,2025-11-19T19:03:21.578936822Z,2025-11-21,56000,6.1,6.16,6.0,5.0,6.0,2025-09-19T04:00:00Z,15.0,6.110667,S,6.17,5.0,2025-09-19T19:53:18.196455054Z,M,6.1,6.1,6.1,1.0,6.1,2025-09-19T19:53:00Z,5.0,6.1,,,,,,,,,,,,,,
BTC251219C00062000,0.67,488,A,0.0,0,?, ,2025-11-19T19:02:44.959942917Z,2025-12-19,62000,0.72,0.72,0.72,1.0,0.72,2025-10-28T04:00:00Z,1.0,0.72,a,0.72,1.0,2025-10-28T19:41:50.660361213Z,X,0.72,0.72,0.72,1.0,0.72,2025-10-28T19:41:00Z,1.0,0.72,0.75,0.82,0.75,2.0,0.82,2025-10-24T04:00:00Z,4.0,0.8025,,,,,,
BTC251219C00047000,0.62,15,E,0.03,1566,A,A,2025-11-19T19:03:34.056850351Z,2025-12-19,47000,0.45,0.47,0.45,2.0,0.47,2025-11-19T05:00:00Z,28.0,0.467857,a,0.45,3.0,2025-11-19T18:25:54.472364287Z,X,0.45,0.45,0.45,1.0,0.45,2025-11-19T18:25:00Z,3.0,0.45,0.69,0.69,0.63,3.0,0.63,2025-11-18T05:00:00Z,16.0,0.63625,0.4917,0.125,0.037,0.0038,-0.0196,0.0233
BTC270115P00053000,18.42,18,U,14.66,28,A,A,2025-11-19T19:02:22.896764742Z,2027-01-15,53000,10.6,10.6,10.6,1.0,10.6,2025-10-08T04:00:00Z,4.0,10.6,I,10.6,4.0,2025-10-08T17:37:39.282173916Z,Z,10.6,10.6,10.6,1.0,10.6,2025-10-08T17:37:00Z,4.0,10.6,9.0,9.98,9.0,3.0,9.98,2025-10-06T04:00:00Z,6.0,9.816667,0.512,-0.5748,0.018,-0.4533,-0.0064,0.1662
BTC251121P00061000,21.66,20,X,20.0,55,B,A,2025-11-19T19:03:38.534888035Z,2025-11-21,61000,8.05,8.05,7.95,2.0,7.95,2025-10-08T04:00:00Z,2.0,8.0,a,8.05,1.0,2025-10-08T15:54:06.175383596Z,I,8.05,8.05,7.95,2.0,7.95,2025-10-08T15:54:00Z,2.0,8.0,,,,,,,,,,,,,,
BTC251121P00044000,4.77,19,U,3.22,82,C,A,2025-11-19T19:03:30.114330403Z,2025-11-21,44000,3.1,3.73,3.1,3.0,3.73,2025-11-19T05:00:00Z,3.0,3.476667,I,3.22,1.0,2025-11-19T18:25:37.678038322Z,E,3.1,3.1,3.1,1.0,3.1,2025-11-19T18:25:00Z,1.0,3.1,2.78,3.48,2.7,4.0,3.48,2025-11-18T05:00:00Z,4.0,3.1075,,,,,,
BTC251121P00042000,2.87,35,C,2.38,32,C,A,2025-11-19T19:03:37.998905768Z,2025-11-21,42000,2.41,2.41,2.41,1.0,2.41,2025-11-19T05:00:00Z,1.0,2.41,a,2.41,1.0,2025-11-19T16:24:54.866794898Z,C,2.41,2.41,2.41,1.0,2.41,2025-11-19T16:24:00Z,1.0,2.41,1.15,1.8,1.15,6.0,1.8,2025-11-18T05:00:00Z,58.0,1.716552,0.6209,-0.91,0.0896,-0.0021,-0.0694,0.0047
BTC280121P00060000,26.7,14,E,22.24,14,U,A,2025-11-19T19:03:40.995817964Z,2028-01-21,60000,20.84,20.84,20.84,1.0,20.84,2025-10-16T04:00:00Z,2.0,20.84,a,20.84,2.0,2025-10-16T16:43:29.135361087Z,X,20.84,20.84,20.84,1.0,20.84,2025-10-16T16:43:00Z,2.0,20.84,,,,,,,,,0.5492,-0.5101,0.0125,-0.9687,-0.004,0.2318
BTC270115P00035000,6.47,19,U,4.05,19,A, ,2025-11-19T19:00:27.012923967Z,2027-01-15,35000,4.9,4.9,4.9,1.0,4.9,2025-11-18T05:00:00Z,1.0,4.9,I,4.9,1.0,2025-11-18T19:49:41.362137657Z,P,4.9,4.9,4.9,1.0,4.9,2025-11-18T19:49:00Z,1.0,4.9,5.1,5.1,5.1,1.0,5.1,2025-11-17T05:00:00Z,1.0,5.1,0.5067,-0.286,0.0158,-0.1912,-0.0071,0.1442
BTC260618C00047000,4.96,364,X,3.62,123,B, ,2025-11-19T19:03:38.210258209Z,2026-06-18,47000,5.69,5.69,5.69,1.0,5.69,2025-11-14T05:00:00Z,2.0,5.69,f,5.69,2.0,2025-11-14T16:01:49.038678065Z,M,5.69,5.69,5.69,1.0,5.69,2025-11-14T16:01:00Z,2.0,5.69,9.5,9.5,9.5,2.0,9.5,2025-10-21T04:00:00Z,4.0,9.5,0.5525,0.4379,0.0238,0.075,-0.0168,0.1182
BTC260116P00047000,8.53,22,M,6.91,47,E,A,2025-11-19T19:03:52.017576216Z,2026-01-16,47000,6.9,7.38,6.9,3.0,7.38,2025-11-18T05:00:00Z,3.0,7.08,f,6.9,1.0,2025-11-18T18:01:59.32504872Z,N,6.9,6.96,6.9,2.0,6.96,2025-11-18T18:01:00Z,2.0,6.93,6.1,6.1,6.1,1.0,6.1,2025-11-14T05:00:00Z,1.0,6.1,0.3853,-0.8472,0.039,-0.0654,-0.0079,0.0371
BTC260320P00049000,11.06,14,U,9.34,64,E,A,2025-11-19T19:03:34.622521669Z,2026-03-20,49000,5.95,5.95,5.95,1.0,5.95,2025-11-03T05:00:00Z,1.0,5.95,g,5.95,1.0,2025-11-03T15:58:01.079681813Z,C,5.95,5.95,5.95,1.0,5.95,2025-11-03T15:58:00Z,1.0,5.95,4.5,4.5,4.5,1.0,4.5,2025-10-07T04:00:00Z,1.0,4.5,0.4329,-0.7565,0.0319,-0.1327,-0.0085,0.0711
BTC270115P00038000,8.64,27,A,6.33,16,U,A,2025-11-19T19:02:32.194965179Z,2027-01-15,38000,7.17,7.17,7.17,1.0,7.17,2025-11-19T05:00:00Z,1.0,7.17,f,7.17,1.0,2025-11-19T16:46:12.497450274Z,I,7.17,7.17,7.17,1.0,7.17,2025-11-19T16:46:00Z,1.0,7.17,,,,,,,,,0.5531,-0.3346,0.0155,-0.2391,-0.0082,0.1544
BTC251219C00020000,21.66,248,X,19.06,20,E, ,2025-11-19T19:03:49.253984618Z,2025-12-19,20000,28.0,28.0,28.0,1.0,28.0,2025-10-22T04:00:00Z,1.0,28.0,I,28.0,1.0,2025-10-22T14:49:04.497323929Z,H,28.0,28.0,28.0,1.0,28.0,2025-10-22T14:49:00Z,1.0,28.0,,,,,,,,,,,,,,
BTC260618C00048000,4.61,308,A,3.32,130,B,A,2025-11-19T19:03:46.353439896Z,2026-06-18,48000,5.19,5.19,5.19,1.0,5.19,2025-11-14T05:00:00Z,1.0,5.19,g,5.19,1.0,2025-11-14T18:44:13.208029792Z,E,5.19,5.19,5.19,1.0,5.19,2025-11-14T18:44:00Z,1.0,5.19,6.4,6.4,6.4,1.0,6.4,2025-11-06T05:00:00Z,40.0,6.4,0.5476,0.4161,0.0238,0.0719,-0.0164,0.117
BTC251121P00050000,10.93,19,U,8.73,54,S, ,2025-11-19T19:01:42.807625436Z,2025-11-21,50000,9.3,9.3,9.3,1.0,9.3,2025-11-18T05:00:00Z,3.0,9.3,I,9.15,3.0,2025-11-18T17:07:49.150365607Z,N,9.3,9.3,9.3,1.0,9.3,2025-11-18T17:07:00Z,3.0,9.3,8.25,8.25,8.25,1.0,8.25,2025-11-17T05:00:00Z,2.0,8.25,,,,,,
BTC260618C00051000,4.019,485,A,2.84,17,U,A,2025-11-19T19:02:48.047190035Z,2026-06-18,51000,8.4,8.4,8.4,1.0,8.4,2025-10-29T04:00:00Z,7.0,8.4,I,8.4,7.0,2025-10-29T14:14:28.520135125Z,B,8.4,8.4,8.4,1.0,8.4,2025-10-29T14:14:00Z,7.0,8.4,,,,,,,,,0.563,0.3684,0.0223,0.0642,-0.0162,0.1131
BTC260320P00052000,13.82,74,C,11.76,49,E,A,2025-11-19T19:03:49.463466371Z,2026-03-20,52000,7.3,7.3,6.6,4.0,7.18,2025-10-13T04:00:00Z,23.0,7.217391,g,7.3,10.0,2025-10-13T15:57:47.551149567Z,C,7.3,7.3,7.3,1.0,7.3,2025-10-13T15:57:00Z,10.0,7.3,5.98,5.98,5.85,3.0,5.85,2025-10-09T04:00:00Z,23.0,5.923478,0.4421,-0.8183,0.0263,-0.1494,-0.0062,0.0599
